dataset,variable,description,universe,usProp,usPropSE,usCount,usCountSE,age314Prop,age314PropSE,age314Count,age314CountSE,age1524Prop,age1524PropSE,age1524Count,age1524CountSE,age2544Prop,age2544PropSE,age2544Count,age2544CountSE,age4564Prop,age4564PropSE,age4564Count,age4564CountSE,age65pProp,age65pPropSE,age65pCount,age65pCountSE,workEmployedProp,workEmployedPropSE,workEmployedCount,workEmployedCountSE,workUnemployedProp,workUnemployedPropSE,workUnemployedCount,workUnemployedCountSE,workNILFProp,workNILFPropSE,workNILFCount,workNILFCountSE,incomeU25Prop,incomeU25PropSE,incomeU25Count,incomeU25CountSE,income2549Prop,income2549PropSE,income2549Count,income2549CountSE,income5074Prop,income5074PropSE,income5074Count,income5074CountSE,income7599Prop,income7599PropSE,income7599Count,income7599CountSE,income100pProp,income100pPropSE,income100pCount,income100pCountSE,edNoDiplomaProp,edNoDiplomaPropSE,edNoDiplomaCount,edNoDiplomaCountSE,edHSGradProp,edHSGradPropSE,edHSGradCount,edHSGradCountSE,edSomeCollegeProp,edSomeCollegePropSE,edSomeCollegeCount,edSomeCollegeCountSE,edCollegeGradProp,edCollegeGradPropSE,edCollegeGradCount,edCollegeGradCountSE,sexMaleProp,sexMalePropSE,sexMaleCount,sexMaleCountSE,sexFemaleProp,sexFemalePropSE,sexFemaleCount,sexFemaleCountSE,raceWhiteProp,raceWhitePropSE,raceWhiteCount,raceWhiteCountSE,raceBlackProp,raceBlackPropSE,raceBlackCount,raceBlackCountSE,raceHispanicProp,raceHispanicPropSE,raceHispanicCount,raceHispanicCountSE,raceAsianProp,raceAsianPropSE,raceAsianCount,raceAsianCountSE,raceAmIndianProp,raceAmIndianPropSE,raceAmIndianCount,raceAmIndianCountSE,raceOtherProp,raceOtherPropSE,raceOtherCount,raceOtherCountSE,disabilityNoProp,disabilityNoPropSE,disabilityNoCount,disabilityNoCountSE,disabilityYesProp,disabilityYesPropSE,disabilityYesCount,disabilityYesCountSE,metroNoProp,metroNoPropSE,metroNoCount,metroNoCountSE,metroYesProp,metroYesPropSE,metroYesCount,metroYesCountSE,metroUnknownProp,metroUnknownPropSE,metroUnknownCount,metroUnknownCountSE,scChldHomeNoProp,scChldHomeNoPropSE,scChldHomeNoCount,scChldHomeNoCountSE,scChldHomeYesProp,scChldHomeYesPropSE,scChldHomeYesCount,scChldHomeYesCountSE,veteranNoProp,veteranNoPropSE,veteranNoCount,veteranNoCountSE,veteranYesProp,veteranYesPropSE,veteranYesCount,veteranYesCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE,NJProp,NJPropSE,NJCount,NJCountSE,NMProp,NMPropSE,NMCount,NMCountSE,NYProp,NYPropSE,NYCount,NYCountSE,NCProp,NCPropSE,NCCount,NCCountSE,NDProp,NDPropSE,NDCount,NDCountSE,OHProp,OHPropSE,OHCount,OHCountSE,OKProp,OKPropSE,OKCount,OKCountSE,ORProp,ORPropSE,ORCount,ORCountSE,PAProp,PAPropSE,PACount,PACountSE,RIProp,RIPropSE,RICount,RICountSE,SCProp,SCPropSE,SCCount,SCCountSE,SDProp,SDPropSE,SDCount,SDCountSE,TNProp,TNPropSE,TNCount,TNCountSE,TXProp,TXPropSE,TXCount,TXCountSE,UTProp,UTPropSE,UTCount,UTCountSE,VTProp,VTPropSE,VTCount,VTCountSE,VAProp,VAPropSE,VACount,VACountSE,WAProp,WAPropSE,WACount,WACountSE,WVProp,WVPropSE,WVCount,WVCountSE,WIProp,WIPropSE,WICount,WICountSE,WYProp,WYPropSE,WYCount,WYCountSE
Nov 1994,"isHouseholder","Household Reference Person in Universe: Non-Institutional","",1.000000,0.000000,99708018,233531,,,,,1.000000,0.000000,5573616,119206,1.000000,0.000000,43123860,269529,1.000000,0.000000,29830455,229180,1.000000,0.000000,21180087,196246,1.000000,0.000000,65545071,281788,1.000000,0.000000,2939228,84396,1.000000,0.000000,30486580,227893,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,19363957,198634,1.000000,0.000000,32022931,238770,1.000000,0.000000,25134148,220706,1.000000,0.000000,23186983,211735,1.000000,0.000000,62988898,279361,1.000000,0.000000,36719120,247997,1.000000,0.000000,77096018,262855,1.000000,0.000000,11820843,169807,1.000000,0.000000,7956251,144704,1.000000,0.000000,2027535,61687,1.000000,0.000000,544756,32223,1.000000,0.000000,262614,21960,,,,,,,,,1.000000,0.000000,22028761,205377,1.000000,0.000000,76906846,276277,1.000000,0.000000,772412,33224,1.000000,0.000000,57413314,274817,1.000000,0.000000,42294704,261268,1.000000,0.000000,77980419,272126,1.000000,0.000000,20947215,201077,1.000000,0.000000,1668675,64610,1.000000,0.000000,208595,8703,1.000000,0.000000,1610328,66338,1.000000,0.000000,952203,38109,1.000000,0.000000,11432345,183904,1.000000,0.000000,1435110,54865,1.000000,0.000000,1285592,59907,1.000000,0.000000,274567,12469,1.000000,0.000000,267663,11741,1.000000,0.000000,5657096,114019,1.000000,0.000000,2673673,93007,1.000000,0.000000,408744,21611,1.000000,0.000000,411766,16444,1.000000,0.000000,4430662,94123,1.000000,0.000000,2158646,97176,1.000000,0.000000,1102615,43842,1.000000,0.000000,980574,38385,1.000000,0.000000,1532080,62608,1.000000,0.000000,1571716,65019,1.000000,0.000000,473056,20971,1.000000,0.000000,1992430,87926,1.000000,0.000000,2371069,50359,1.000000,0.000000,3693788,76573,1.000000,0.000000,1809317,72880,1.000000,0.000000,960381,37944,1.000000,0.000000,1979502,86630,1.000000,0.000000,338956,12623,1.000000,0.000000,643136,25782,1.000000,0.000000,583798,25198,1.000000,0.000000,427922,21431,1.000000,0.000000,2967575,61496,1.000000,0.000000,615782,24278,1.000000,0.000000,7191198,117114,1.000000,0.000000,2697423,57899,1.000000,0.000000,244686,9299,1.000000,0.000000,4326601,86790,1.000000,0.000000,1272568,47202,1.000000,0.000000,1190960,49935,1.000000,0.000000,4666061,91618,1.000000,0.000000,401432,17902,1.000000,0.000000,1373450,59692,1.000000,0.000000,271275,10676,1.000000,0.000000,2072162,81868,1.000000,0.000000,6784229,140299,1.000000,0.000000,605439,25452,1.000000,0.000000,226026,10819,1.000000,0.000000,2411191,81512,1.000000,0.000000,2201373,88238,1.000000,0.000000,752405,29310,1.000000,0.000000,1916700,70578,1.000000,0.000000,183476,7697
Nov 1994,"isPerson","Person in Universe: Ages 3+ Not Active-Duty Military","",1.000000,0.000000,248509799,723058,1.000000,0.000000,47170805,431104,1.000000,0.000000,36254422,360528,1.000000,0.000000,83005904,441994,1.000000,0.000000,50934354,362091,1.000000,0.000000,31144313,285840,1.000000,0.000000,125490400,504535,1.000000,0.000000,7179758,143172,1.000000,0.000000,68668835,393838,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,46369423,395315,1.000000,0.000000,65052491,394637,1.000000,0.000000,50470784,357177,1.000000,0.000000,39446296,326841,1.000000,0.000000,120802232,483934,1.000000,0.000000,127707566,450756,1.000000,0.000000,184215059,701920,1.000000,0.000000,30738364,486256,1.000000,0.000000,25209523,470567,1.000000,0.000000,6143270,193764,1.000000,0.000000,1378818,72272,1.000000,0.000000,824764,60676,,,,,,,,,1.000000,0.000000,55674976,392390,1.000000,0.000000,190903150,655830,1.000000,0.000000,1931673,45446,1.000000,0.000000,109877267,576760,1.000000,0.000000,138632531,929922,1.000000,0.000000,167584914,486431,1.000000,0.000000,26413736,227527,1.000000,0.000000,4073843,87296,1.000000,0.000000,549019,14384,1.000000,0.000000,3838642,88963,1.000000,0.000000,2349494,54603,1.000000,0.000000,29833154,292045,1.000000,0.000000,3478339,71427,1.000000,0.000000,3121902,81282,1.000000,0.000000,668702,16783,1.000000,0.000000,546349,15437,1.000000,0.000000,13402421,157053,1.000000,0.000000,6763053,164422,1.000000,0.000000,1044237,37069,1.000000,0.000000,1133715,28467,1.000000,0.000000,11226180,146314,1.000000,0.000000,5591779,153418,1.000000,0.000000,2588227,56586,1.000000,0.000000,2345988,53414,1.000000,0.000000,3713636,81949,1.000000,0.000000,3945503,91966,1.000000,0.000000,1248847,32678,1.000000,0.000000,4614652,112726,1.000000,0.000000,5668208,70660,1.000000,0.000000,9044709,109105,1.000000,0.000000,4314360,98722,1.000000,0.000000,2613567,66232,1.000000,0.000000,5008637,127530,1.000000,0.000000,824168,17370,1.000000,0.000000,1494363,33579,1.000000,0.000000,1405781,36197,1.000000,0.000000,1129251,30839,1.000000,0.000000,7531215,90506,1.000000,0.000000,1604886,38339,1.000000,0.000000,17582458,183641,1.000000,0.000000,6684073,88704,1.000000,0.000000,593901,13870,1.000000,0.000000,10715484,119904,1.000000,0.000000,3173878,67894,1.000000,0.000000,2914641,65976,1.000000,0.000000,11367737,130852,1.000000,0.000000,923103,24058,1.000000,0.000000,3586678,95533,1.000000,0.000000,667201,14932,1.000000,0.000000,4895851,104056,1.000000,0.000000,17789235,234245,1.000000,0.000000,1791096,44620,1.000000,0.000000,560296,15154,1.000000,0.000000,6238561,155582,1.000000,0.000000,5103906,118284,1.000000,0.000000,1770883,45537,1.000000,0.000000,4984995,107785,1.000000,0.000000,448994,10524
Nov 1994,"computerAtHome","Anyone in Household Uses a Desktop, Laptop, or Tablet at Home","isHouseholder",0.242794,0.002097,24208471,216845,,,,,0.183342,0.008468,1021876,52096,0.302369,0.003458,13039306,168561,0.285785,0.003980,8525086,135782,0.076591,0.002773,1622202,60829,0.309758,0.002805,20303084,202794,0.176269,0.010999,518094,35491,0.099482,0.002586,3032861,82060,,,,,,,,,,,,,,,,,,,,,0.044451,0.002287,860744,45155,0.148596,0.003055,4758484,103992,0.292064,0.004465,7340772,130080,0.485120,0.005042,11248471,155796,0.289102,0.002793,18210230,193271,0.163355,0.002978,5998241,116973,0.273009,0.002457,21047891,203977,0.105474,0.004667,1246792,58195,0.123801,0.006194,984991,52533,0.367316,0.014873,744745,37992,0.198535,0.025449,108153,15821,0.289010,0.038514,75898,12108,,,,,,,,,0.176263,0.003857,3882848,91751,0.261395,0.002465,20103039,203430,0.288167,0.018920,222583,16873,0.207259,0.002622,11899418,161592,0.291031,0.003403,12309052,162152,0.233690,0.002344,18223209,193451,0.268385,0.004695,5621921,112872,0.148835,0.013716,248357,24727,0.391523,0.020376,81670,5391,0.277509,0.018504,446880,34955,0.161900,0.014462,154162,14935,0.307910,0.007658,3520137,103840,0.339573,0.018150,487325,31855,0.283824,0.020830,364882,31334,0.251303,0.019576,68999,6171,0.209145,0.017779,55980,5330,0.225184,0.008523,1273889,54277,0.190634,0.013493,509693,39784,0.327034,0.024115,133673,11627,0.328091,0.018576,135097,9176,0.234696,0.009163,1039861,46145,0.213797,0.018344,461513,44436,0.260090,0.017520,286779,22408,0.274942,0.017588,269601,20225,0.164976,0.015128,252756,25289,0.154953,0.014847,243543,25284,0.236433,0.018729,111846,10080,0.318748,0.020759,635084,50243,0.262093,0.009494,621440,26016,0.246434,0.009066,910276,38261,0.282727,0.018235,511542,38885,0.136647,0.013645,131233,14092,0.274635,0.019854,543641,46408,0.231913,0.015781,78609,6087,0.235561,0.017086,151498,12544,0.249735,0.018604,145795,12465,0.383943,0.024499,164298,13385,0.258278,0.009209,766460,31462,0.245669,0.016971,151279,11980,0.207003,0.006872,1488598,55268,0.189693,0.008465,511683,25164,0.231910,0.016315,56745,4569,0.216714,0.008422,937635,40921,0.224414,0.015491,285582,22300,0.316810,0.019460,377308,27807,0.194043,0.007925,905417,40966,0.219692,0.018574,88191,8437,0.188418,0.017036,258782,25929,0.208368,0.016017,56525,4871,0.178998,0.015229,370913,34789,0.227992,0.008820,1546748,67650,0.386790,0.020535,234178,15786,0.308671,0.022512,69768,6180,0.306894,0.015668,739981,45156,0.309609,0.018628,681565,49244,0.161853,0.014178,121779,11590,0.242546,0.015910,464888,35003,0.296431,0.019261,54388,4207
Nov 1994,"isAdult","Person Ages 15+","isPerson",0.810185,0.001394,201338994,512792,0.000000,0.000000,0,0,1.000000,0.000000,36254422,360528,1.000000,0.000000,83005904,441994,1.000000,0.000000,50934354,362091,1.000000,0.000000,31144313,285840,1.000000,0.000000,125490400,504535,1.000000,0.000000,7179758,143172,1.000000,0.000000,68668835,393838,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,46369423,395315,1.000000,0.000000,65052491,394637,1.000000,0.000000,50470784,357177,1.000000,0.000000,39446296,326841,0.800246,0.001911,96671555,378073,0.819587,0.001722,104667439,324456,0.828251,0.001523,152576312,533914,0.758421,0.004486,23312612,358435,0.745801,0.005217,18801276,344764,0.821759,0.007365,5048288,156448,0.748919,0.015005,1032624,52967,0.688539,0.024991,567882,46018,,,,,,,,,0.801949,0.003001,44648510,281973,0.812648,0.001586,155137135,472456,0.804147,0.010901,1553349,32894,0.957102,0.001014,105163788,543390,0.693742,0.001886,96175206,642578,1.000000,0.000000,167584914,486431,1.000000,0.000000,26413736,227527,0.812031,0.010667,3308088,63541,0.774873,0.011912,425421,10463,0.817266,0.012157,3137190,61558,0.816886,0.011438,1919269,37159,0.802580,0.004606,23943488,202980,0.817588,0.010661,2843847,50414,0.822347,0.012903,2567288,57512,0.833594,0.012277,557426,12570,0.833678,0.013089,455479,11462,0.824353,0.006009,11048329,110200,0.798922,0.010348,5403155,121977,0.842032,0.011133,879280,28777,0.757656,0.012481,858966,17806,0.807490,0.006198,9065029,100983,0.798964,0.011687,4467633,112763,0.839153,0.011574,2171919,40802,0.821489,0.011721,1927203,38105,0.804333,0.011119,2987001,57082,0.819561,0.011339,3233578,64142,0.776808,0.013492,970115,22591,0.848785,0.010925,3916847,89541,0.836849,0.006076,4743436,52604,0.813155,0.006187,7354749,77116,0.797048,0.011884,3438753,65730,0.773587,0.012079,2021821,42752,0.810944,0.012112,4061725,87003,0.799366,0.010777,658812,11999,0.817194,0.011633,1221185,23606,0.811246,0.012572,1140434,23879,0.783697,0.014998,884990,19919,0.829685,0.005999,6248539,66836,0.774628,0.012415,1243189,24349,0.815110,0.004969,14331643,133496,0.821861,0.006394,5493379,64136,0.803662,0.011108,477296,9583,0.805631,0.005927,8632729,82533,0.781474,0.010678,2480303,43846,0.835349,0.011329,2434743,47956,0.831844,0.005766,9456183,94479,0.834087,0.012917,769948,16938,0.795584,0.012389,2853504,68672,0.795224,0.011039,530574,10302,0.835890,0.010952,4092392,76874,0.783998,0.006288,13946731,162675,0.759279,0.011894,1359943,28446,0.809655,0.013615,453647,9760,0.809601,0.009606,5050748,114306,0.804035,0.011291,4103718,85470,0.832422,0.010740,1474123,34048,0.789043,0.011042,3933376,71314,0.801415,0.011327,359831,7207
Oct 1997,"isHouseholder","Household Reference Person in Universe: Non-Institutional","",1.000000,0.000000,102741556,223547,,,,,1.000000,0.000000,5670471,128018,1.000000,0.000000,43481519,277700,1.000000,0.000000,32280721,249425,1.000000,0.000000,21308845,207527,1.000000,0.000000,68293121,289581,1.000000,0.000000,2487795,82811,1.000000,0.000000,31406186,243389,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,17993443,202437,1.000000,0.000000,32641506,250864,1.000000,0.000000,26714250,237055,1.000000,0.000000,25392356,229509,1.000000,0.000000,61030173,287605,1.000000,0.000000,41711383,270954,1.000000,0.000000,77892231,266287,1.000000,0.000000,12342022,185830,1.000000,0.000000,8831166,155294,1.000000,0.000000,2920784,85459,1.000000,0.000000,755352,41390,,,,,,,,,,,,,1.000000,0.000000,20037325,205485,1.000000,0.000000,82470950,277667,1.000000,0.000000,233280,23674,1.000000,0.000000,73874812,283626,1.000000,0.000000,28866743,241787,1.000000,0.000000,83435525,273153,1.000000,0.000000,18700998,201041,1.000000,0.000000,1630694,64337,1.000000,0.000000,216691,9541,1.000000,0.000000,1765753,66770,1.000000,0.000000,1027277,39192,1.000000,0.000000,11668071,189505,1.000000,0.000000,1539084,57757,1.000000,0.000000,1262679,57368,1.000000,0.000000,278685,12976,1.000000,0.000000,247071,10693,1.000000,0.000000,5956883,121105,1.000000,0.000000,2944626,103316,1.000000,0.000000,410970,19997,1.000000,0.000000,437028,16723,1.000000,0.000000,4440529,101580,1.000000,0.000000,2259805,88278,1.000000,0.000000,1147354,44580,1.000000,0.000000,1008257,40325,1.000000,0.000000,1567028,62137,1.000000,0.000000,1596413,63813,1.000000,0.000000,496746,21543,1.000000,0.000000,1960730,85117,1.000000,0.000000,2425888,70440,1.000000,0.000000,3685301,90903,1.000000,0.000000,1800365,68857,1.000000,0.000000,1032276,42948,1.000000,0.000000,2167561,90251,1.000000,0.000000,357948,13634,1.000000,0.000000,641138,25391,1.000000,0.000000,656621,26435,1.000000,0.000000,466157,21459,1.000000,0.000000,2956544,78883,1.000000,0.000000,660347,25823,1.000000,0.000000,7027773,124240,1.000000,0.000000,2946695,83852,1.000000,0.000000,245624,9482,1.000000,0.000000,4431753,105251,1.000000,0.000000,1338016,48748,1.000000,0.000000,1282020,52616,1.000000,0.000000,4669235,104545,1.000000,0.000000,385945,17139,1.000000,0.000000,1410564,60868,1.000000,0.000000,273562,10712,1.000000,0.000000,2164811,87953,1.000000,0.000000,7166058,147770,1.000000,0.000000,637462,25876,1.000000,0.000000,237913,10643,1.000000,0.000000,2619058,95146,1.000000,0.000000,2219608,86810,1.000000,0.000000,751435,28669,1.000000,0.000000,2024459,76656,1.000000,0.000000,197046,8005
Oct 1997,"isPerson","Person in Universe: Ages 3+ Not Active-Duty Military","",1.000000,0.000000,255688666,729457,1.000000,0.000000,47960746,451162,1.000000,0.000000,36925579,379425,1.000000,0.000000,83307432,456221,1.000000,0.000000,55379211,391883,1.000000,0.000000,32115699,308242,1.000000,0.000000,131223454,517307,1.000000,0.000000,6216600,142124,1.000000,0.000000,70287866,414018,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,45498078,401484,1.000000,0.000000,66160685,416486,1.000000,0.000000,52443686,378081,1.000000,0.000000,43625471,355669,1.000000,0.000000,124589570,496001,1.000000,0.000000,131099096,466445,1.000000,0.000000,184295047,714273,1.000000,0.000000,31786358,519450,1.000000,0.000000,28233368,493380,1.000000,0.000000,9225313,281116,1.000000,0.000000,2148580,112520,,,,,,,,,,,,,1.000000,0.000000,49531801,360347,1.000000,0.000000,205602786,683493,1.000000,0.000000,554079,38408,1.000000,0.000000,139844631,597346,1.000000,0.000000,115844035,990991,1.000000,0.000000,174815907,492270,1.000000,0.000000,25000578,232948,1.000000,0.000000,4173177,90500,1.000000,0.000000,575943,14322,1.000000,0.000000,4459177,96664,1.000000,0.000000,2356740,50475,1.000000,0.000000,30876689,306021,1.000000,0.000000,3790222,79104,1.000000,0.000000,3106854,79762,1.000000,0.000000,710302,18834,1.000000,0.000000,492315,14384,1.000000,0.000000,13836974,163158,1.000000,0.000000,7198558,132181,1.000000,0.000000,1106079,29966,1.000000,0.000000,1185423,28335,1.000000,0.000000,11237775,146657,1.000000,0.000000,5666981,117206,1.000000,0.000000,2694457,57647,1.000000,0.000000,2463028,53886,1.000000,0.000000,3754725,77921,1.000000,0.000000,4127461,98831,1.000000,0.000000,1199227,27553,1.000000,0.000000,4591025,104034,1.000000,0.000000,5920355,97721,1.000000,0.000000,9183915,131591,1.000000,0.000000,4357149,91743,1.000000,0.000000,2563708,60606,1.000000,0.000000,5095040,118117,1.000000,0.000000,858799,17814,1.000000,0.000000,1601636,35053,1.000000,0.000000,1626033,41472,1.000000,0.000000,1138643,30867,1.000000,0.000000,7635428,115102,1.000000,0.000000,1761451,39370,1.000000,0.000000,17589762,191271,1.000000,0.000000,6939885,110061,1.000000,0.000000,609288,13483,1.000000,0.000000,10932484,161295,1.000000,0.000000,3128742,63307,1.000000,0.000000,3240172,76136,1.000000,0.000000,11513445,149038,1.000000,0.000000,908536,22816,1.000000,0.000000,3580164,79819,1.000000,0.000000,700970,16486,1.000000,0.000000,5108403,107613,1.000000,0.000000,18602147,218517,1.000000,0.000000,1905461,45925,1.000000,0.000000,569660,14074,1.000000,0.000000,6470097,126814,1.000000,0.000000,5359857,117741,1.000000,0.000000,1729260,35740,1.000000,0.000000,4988102,106477,1.000000,0.000000,466942,10367
Oct 1997,"computerAtHome","Anyone in Household Uses a Desktop, Laptop, or Tablet at Home","isHouseholder",0.367715,0.002437,37779586,263165,,,,,0.281163,0.010288,1594328,68129,0.452611,0.003902,19680204,209126,0.424898,0.004433,13716027,177588,0.130886,0.003667,2789026,83008,0.455028,0.003105,31075266,247836,0.253987,0.014518,631867,41553,0.182103,0.003485,5719158,118253,,,,,,,,,,,,,,,,,,,,,0.091216,0.003511,1641295,65883,0.258034,0.003892,8422625,141980,0.435437,0.004948,11632362,167738,0.633392,0.004874,16083303,191393,0.422675,0.003239,25795933,231187,0.287299,0.003599,11983653,169410,0.409609,0.002810,31905389,246159,0.196197,0.006329,2421467,86785,0.195091,0.007202,1722884,70459,0.514926,0.014789,1503987,62427,0.299012,0.025951,225859,23899,,,,,,,,,,,,,0.288890,0.005043,5788591,116134,0.386906,0.002763,31908539,251813,0.353461,0.048172,82455,13833,0.311557,0.002769,23016202,223549,0.511432,0.004771,14763384,182899,0.364787,0.002707,30436181,246062,0.373270,0.005668,6980512,130580,0.294788,0.018198,480709,35395,0.560672,0.021984,121493,7145,0.400275,0.018587,706787,41914,0.235733,0.016112,242163,18796,0.433186,0.008364,5054448,127741,0.522230,0.018898,803756,41522,0.365830,0.021714,461926,33750,0.372524,0.022609,103817,7934,0.349583,0.020721,86372,6324,0.329706,0.009742,1964022,69930,0.351725,0.016816,1035699,60967,0.354699,0.023397,145770,11961,0.445763,0.019159,194811,11222,0.356326,0.011025,1582275,59567,0.340031,0.018594,768404,51491,0.337558,0.018537,387299,26126,0.420964,0.019717,424440,25490,0.306408,0.018283,480150,34155,0.259843,0.017484,414816,32227,0.364760,0.020938,181193,12978,0.439198,0.021649,861148,56408,0.394290,0.014334,956504,44290,0.351238,0.011883,1294419,53547,0.394009,0.018815,709359,43364,0.213402,0.017182,220290,19987,0.383284,0.020435,830791,56590,0.361607,0.018319,129437,8119,0.372333,0.019268,238717,15549,0.339674,0.019059,223037,15254,0.502807,0.023129,234387,15259,0.393746,0.013176,1164129,49403,0.381644,0.019060,252017,15874,0.325078,0.008526,2284573,71968,0.303623,0.013080,894685,45529,0.332201,0.018272,81596,5468,0.364290,0.011607,1614442,63853,0.305786,0.016876,409147,26984,0.409368,0.020282,524819,33661,0.322475,0.010593,1505714,59234,0.344845,0.021263,133091,10144,0.312654,0.019952,441019,33652,0.336135,0.018589,91954,6215,0.331914,0.019339,718531,51341,0.364178,0.010121,2609720,89651,0.527260,0.020386,336108,18907,0.470677,0.022441,111980,7310,0.447890,0.018207,1173050,63950,0.462616,0.019636,1026826,59329,0.242022,0.016394,181864,14100,0.398471,0.018609,806687,48105,0.401914,0.020064,79195,5110
Oct 1997,"isAdult","Person Ages 15+","isPerson",0.812425,0.001428,207727920,511768,0.000000,0.000000,0,0,1.000000,0.000000,36925579,379425,1.000000,0.000000,83307432,456221,1.000000,0.000000,55379211,391883,1.000000,0.000000,32115699,308242,1.000000,0.000000,131223454,517307,1.000000,0.000000,6216600,142124,1.000000,0.000000,70287866,414018,,,,,,,,,,,,,,,,,,,,,1.000000,0.000000,45498078,401484,1.000000,0.000000,66160685,416486,1.000000,0.000000,52443686,378081,1.000000,0.000000,43625471,355669,0.803178,0.001956,100067657,387824,0.821213,0.001780,107660263,335719,0.833448,0.001584,153600340,544032,0.759085,0.004552,24128559,387559,0.745193,0.004822,21039311,360774,0.795726,0.008095,7340819,218697,0.753471,0.016242,1618892,81203,,,,,,,,,,,,,0.810829,0.003209,40161830,260353,0.812732,0.001596,167099875,487150,0.841423,0.039874,466215,20948,0.959746,0.000928,134215325,560606,0.634582,0.002071,73512595,662182,1.000000,0.000000,174815907,492270,1.000000,0.000000,25000578,232948,0.816477,0.010274,3407304,67090,0.774004,0.012025,445782,9438,0.808707,0.009930,3606169,66165,0.834998,0.010690,1967872,35561,0.794461,0.004855,24530333,208908,0.805117,0.011008,3051571,51838,0.830501,0.013605,2580244,59131,0.817901,0.012996,580957,13652,0.864507,0.013155,425610,10529,0.834443,0.005862,11546163,114916,0.807028,0.009507,5809438,91228,0.801834,0.013370,886892,22174,0.784999,0.011334,930556,18362,0.814259,0.006560,9150457,107609,0.807749,0.010752,4577498,79712,0.827888,0.011286,2230709,38895,0.800125,0.011701,1970731,36287,0.819159,0.010769,3075716,54395,0.805963,0.010503,3326582,72104,0.835755,0.012174,1002260,21381,0.863296,0.010501,3963411,77706,0.820204,0.008598,4855899,69574,0.813033,0.007385,7466828,91461,0.828150,0.011541,3608374,64226,0.821637,0.011273,2106438,43750,0.816745,0.011607,4161349,82651,0.816286,0.010551,701026,12353,0.801134,0.011602,1283125,24386,0.804773,0.012340,1308588,27229,0.810254,0.013311,922590,20091,0.823170,0.007166,6285256,85508,0.764192,0.011806,1346087,26179,0.809693,0.005233,14242310,137868,0.828613,0.007613,5750479,79736,0.807634,0.011999,492081,8818,0.801814,0.007176,8765820,111236,0.813878,0.010779,2546416,41303,0.808275,0.011340,2618950,52233,0.823510,0.006727,9481442,103339,0.846233,0.012392,768833,17323,0.818121,0.011587,2929007,57273,0.803099,0.011898,562949,11469,0.834499,0.010709,4262958,80995,0.795485,0.005922,14797721,153017,0.781344,0.012200,1488821,30206,0.815724,0.012577,464685,9701,0.801738,0.010631,5187323,91477,0.815081,0.010831,4368716,78490,0.858170,0.010300,1484000,26592,0.807105,0.011038,4025921,70020,0.808823,0.010729,377674,7067
